no_faktur,kode_barang,deskripsi,jumlah,tanggal_faktur,harga_satuan,id_pelanggan,provinsi
554979,84519B,CARROT CHARLIE+LOLA COASTER SET,4,2011-05-29 11:34:00,1250.0,16931.0,Jawa Timur
578844,22750,FELTCRAFT PRINCESS LOLA DOLL,1,2011-11-25 16:14:00,7460.0,nan,Sulawesi Tengah
575510,22472,TV DINNER TRAY DOLLY GIRL,16,2011-11-10 10:33:00,4250.0,14646.0,Jawa Timur
577544,23503,PLAYING CARDS KEEP CALM & CARRY ON,7,2011-11-20 14:43:00,1250.0,17758.0,Di Yogyakarta
570465,23523,WALL ART TREASURE AHOY ,1,2011-10-10 16:02:00,7460.0,nan,Nusa Tenggara Barat
555701,48188,DOORMAT WELCOME PUPPIES,1,2011-06-06 14:34:00,7950.0,14498.0,Maluku Utara
546875,20723,STRAWBERRY CHARLOTTE BAG,10,2011-03-17 16:38:00,850.0,12514.0,Maluku
564536,21756,BATH BUILDING BLOCK WORD,2,2011-08-25 15:12:00,5950.0,13159.0,Papua Tengah
546437,23053,RECYCLED ACAPULCO MAT PINK,2,2011-03-14 09:46:00,8250.0,16807.0,Papua Selatan
566629,23318,BOX OF 6 MINI VINTAGE CRACKERS,12,2011-09-14 10:32:00,2490.0,15622.0,Jawa Timur
563910,23173,REGENCY TEAPOT ROSES ,24,2011-08-21 12:37:00,8150.0,17428.0,Kalimantn Barat
572037,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,6,2011-10-20 12:07:00,420.0,17365.0,Papua Barat Daya
557223,23306,SET OF 36 DOILIES PANTRY DESIGN,12,2011-06-17 13:17:00,1450.0,13647.0,Lampung
560225,22730,ALARM CLOCK BAKELIKE IVORY,1,2011-07-15 16:27:00,7460.0,nan,Jawa Barat
548373,21937,STRAWBERRY   PICNIC BAG,1,2011-03-30 16:34:00,5790.0,nan,Sulawesi Utara
547947,85099F,JUMBO BAG STRAWBERRY,100,2011-03-28 15:03:00,1650.0,nan,Sulawesi Tengah
561369,85032C,CURIOUS IMAGES GIFT WRAP SET,1,2011-07-26 16:22:00,1630.0,nan,Papua Barat Daya
578024,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-11-22 13:27:00,3750.0,12705.0,Maluku
573904,23514,EMBROIDERED RIBBON REEL SALLY ,2,2011-11-01 14:54:00,2080.0,14505.0,Papua Barat
563923,51014L,"FEATHER PEN,LIGHT PINK",96,2011-08-21 14:19:00,390.0,14460.0,Bangka Belitung
578805,23294,SET OF 6 SNACK LOAF BAKING CASES,8,2011-11-25 12:57:00,830.0,16401.0,Maluku
561217,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,1,2011-07-25 17:09:00,3290.0,nan,Kalimantan Utara
536846,22837,HOT WATER BOTTLE BABUSHKA ,3,2010-12-02 19:59:00,4650.0,14573.0,Sulawesi Barat
540469,51014A,"FEATHER PEN,HOT PINK",12,2011-01-07 14:04:00,850.0,12484.0,Lampung
572185,21154,RED RETROSPOT OVEN GLOVE ,8,2011-10-21 10:52:00,3290.0,nan,Jawa Barat
552192,21531,RED RETROSPOT SUGAR JAM BOWL,6,2011-05-06 14:16:00,2550.0,15258.0,Kalimantan Selatan
559318,21891,TRADITIONAL WOODEN SKIPPING ROPE,1,2011-07-07 14:08:00,1450.0,18013.0,Jawa Timur
554494,21668,RED STRIPE CERAMIC DRAWER KNOB,12,2011-05-24 14:00:00,1250.0,16327.0,Sulawes Selatan
565430,23232,WRAP VINTAGE LEAF DESIGN,25,2011-09-04 13:07:00,420.0,14335.0,Kepulauan Riau
C573219,21931,JUMBO STORAGE BAG SUKI,1,2011-10-28 11:49:00,2080.0,14415.0,Jwa Tengah
581405,22343,PARTY PIZZA DISH RED RETROSPOT,1,2011-12-08 13:50:00,190.0,13521.0,Dki Jakarta
543467,85066,CREAM SWEETHEART MINI CHEST,1,2011-02-08 14:35:00,24960.0,nan,Jambi
567206,85099C,JUMBO  BAG BAROQUE BLACK WHITE,10,2011-09-19 10:51:00,2080.0,13562.0,Maluku Utara
538177,35965,FOLKART HEART NAPKIN RINGS,3,2010-12-10 09:51:00,3360.0,nan,Jawa Barat
575739,22074,6 RIBBONS SHIMMERING PINKS ,2,2011-11-11 09:05:00,1250.0,nan,Sulawesi Tengah
548715,23126,FELTCRAFT GIRL AMELIE KIT,3,2011-04-03 15:22:00,4950.0,17758.0,Maluku Utara
556120,22382,LUNCH BAG SPACEBOY DESIGN ,1,2011-06-09 10:06:00,1650.0,16722.0,Papua Barat Daya
577506,84519B,CARROT CHARLIE+LOLA COASTER SET,2,2011-11-20 12:40:00,1250.0,13212.0,Nusa Tenggara Barat
537859,22470,HEART OF WICKER LARGE,5,2010-12-08 16:11:00,2950.0,14030.0,Bali
565152,23076,ICE CREAM SUNDAE LIP GLOSS,1,2011-09-01 14:42:00,1250.0,17799.0,Kalimantan Tengah
581495,21877,REGENCY CAKESTAND 3 TIER,12,2011-12-09 10:20:00,1650.0,14051.0,Kalimantn Barat
539036,10135,COLOURING PENCILS BROWN TUBE,20,2010-12-15 14:35:00,420.0,14913.0,Nusa Tenggara Barat
569230,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-10-02 15:07:00,2950.0,16533.0,Kalimantan Timur
540508,22629,SPACEBOY LUNCH BOX ,3,2011-01-09 11:20:00,1950.0,14810.0,Gorontalo
568655,21915,RED  HARMONICA IN BOX ,12,2011-09-28 12:20:00,1250.0,17611.0,Papua Selatan
569739,23374,RED SPOT PAPER GIFT BAG,10,2011-10-06 10:48:00,820.0,14911.0,Maluku
558864,22849,BREAD BIN DINER STYLE MINT,1,2011-07-04 12:38:00,16950.0,nan,Bali
568066,23153,ZINC SWEETHEART WIRE LETTER RACK,2,2011-09-23 13:48:00,3750.0,14529.0,Sumatera Utara
576840,23366,SET 12 COLOURING PENCILS DOILY,2,2011-11-16 15:23:00,1250.0,nan,Bengkulu
564749,22963,JAM JAR WITH GREEN LID,12,2011-08-30 08:15:00,850.0,12708.0,Sumatera Selatan
569846,22738,RIBBON REEL SNOWY VILLAGE,10,2011-10-06 13:42:00,1650.0,13422.0,Kalimantan Tengah
553387,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,1,2011-05-16 16:33:00,29170.0,nan,Sulawesi Utara
C567685,22994,TRAVEL CARD WALLET RETROSPOT,1,2011-09-21 16:35:00,420.0,16394.0,Sulawesi Tengah
578347,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-11-24 09:26:00,16630.0,nan,Papua Pegunungan
565460,22402,MAGNETS PACK OF 4 VINTAGE COLLAGE,36,2011-09-05 09:24:00,390.0,16843.0,Papua
549933,22084,PAPER CHAIN KIT EMPIRE,12,2011-04-13 11:04:00,2950.0,15230.0,Jawa Timur
546892,90214K,"LETTER ""K"" BLING KEY RING",1,2011-03-17 18:20:00,830.0,nan,Jambi
576590,23437, 50'S CHRISTMAS GIFT BAG LARGE,12,2011-11-15 14:30:00,1250.0,16240.0,Papua Selatan
547035,22617,BAKING SET SPACEBOY DESIGN,3,2011-03-20 10:33:00,4950.0,13911.0,Maluku
575760,22688,DOORMAT PEACE ON EARTH BLUE,1,2011-11-11 10:50:00,8250.0,15965.0,Papua Selatan
544684,22378,WALL TIDY RETROSPOT ,1,2011-02-22 16:32:00,4130.0,nan,Di Yogyakarta
577869,21429,RED GINGHAM ROSE JEWELLERY BOX,10,2011-11-22 11:34:00,1950.0,13268.0,Sulawesi Barat
562450,23287,RED VINTAGE SPOT BEAKER,8,2011-08-05 08:40:00,850.0,12562.0,Kepulauan Riau
544177,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,2011-02-16 14:27:00,3250.0,13001.0,Papua Barat
562712,22795,SWEETHEART RECIPE BOOK STAND,2,2011-08-08 15:00:00,6750.0,13016.0,Papua Pegunungan
556087,21411,GINGHAM HEART  DOORSTOP RED,1,2011-06-08 15:24:00,8290.0,nan,Riau
574677,23527,WALL ART ANIMALS AND NATURE ,1,2011-11-06 12:32:00,3750.0,16445.0,Aceh
578808,22379,RECYCLING BAG RETROSPOT ,10,2011-11-25 13:23:00,2100.0,16327.0,Gorontalo
555124,48187,DOORMAT NEW ENGLAND,2,2011-05-31 15:26:00,7950.0,18204.0,Sulawesi Utara
538177,22735,RIBBON REEL SOCKS AND MITTENS,2,2010-12-10 09:51:00,3360.0,nan,Kalimantn Barat
572719,23342,MINT DINER WALL CLOCK,2,2011-10-25 15:03:00,8500.0,13871.0,Papua Selatan
551869,23182,TOILET SIGN OCCUPIED OR VACANT,1,2011-05-04 16:36:00,830.0,16767.0,Jawa Timur
559032,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,72,2011-07-05 14:53:00,420.0,17511.0,Lampung
567979,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2011-09-23 10:44:00,1450.0,14215.0,Bangka Belitung
541104,82613B,"METAL SIGN,CUPCAKE SINGLE HOOK",4,2011-01-13 14:29:00,830.0,nan,Sumatera Selatan
540526,20658,RED RETROSPOT LUGGAGE TAG,1,2011-01-09 13:41:00,1250.0,14606.0,Papua Barat Daya
572186,22460,EMBOSSED GLASS TEALIGHT HOLDER,24,2011-10-21 10:55:00,1250.0,16497.0,Jawa Barat
570103,82567,REGENCY CAKESTAND 3 TIER,1,2011-10-07 12:18:00,2100.0,15719.0,Maluku Utara
576578,22412,REGENCY CAKESTAND 3 TIER,1,2011-11-15 14:05:00,0.0,nan,Sumatera Barat
537153,22141,CHRISTMAS CRAFT TREE TOP ANGEL,6,2010-12-05 13:03:00,2100.0,16718.0,Dki Jakarta
557799,22855,FINE WICKER HEART ,1,2011-06-23 09:53:00,1250.0,14854.0,Jwa Tengah
537192,21864,UNION JACK FLAG PASSPORT COVER ,1,2010-12-05 13:42:00,2100.0,16402.0,Jawa Barat
559809,82600,NO SINGING METAL SIGN,2,2011-07-12 14:57:00,2100.0,16409.0,Lampung
566787,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,1,2011-09-15 10:31:00,4130.0,nan,Papua Selatan
574077,21618,4 WILDFLOWER BOTANICAL CANDLES,1,2011-11-02 15:56:00,1250.0,17999.0,Sulawesi Barat
547504,84997D,CHILDRENS CUTLERY POLKADOT PINK,1,2011-03-23 13:33:00,4150.0,12683.0,Papua Barat
578067,23280,FOLDING BUTTERFLY MIRROR HOT PINK ,1,2011-11-22 15:43:00,2460.0,nan,Kalimantan Utara
543641,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,4,2011-02-10 17:19:00,1450.0,14555.0,Sumatera Selatan
573405,21819,GLITTER CHRISTMAS STAR ,6,2011-10-30 15:55:00,390.0,13822.0,Sumatera Utara
541695,84707B,PINK JEWELLED MIRROR TRINKET TRAY,1,2011-01-20 18:01:00,5790.0,nan,Di Yogyakarta
580730,22995,TRAVEL CARD WALLET SUKI,1,2011-12-05 17:28:00,830.0,nan,Banten
580729,47593B,REGENCY CAKESTAND 3 TIER,2,2011-12-05 17:24:00,830.0,nan,Jwa Tengah
566077,23274,STAR T-LIGHT HOLDER WILLIE WINKIE,12,2011-09-09 09:38:00,1650.0,13441.0,Sulawesi Tenggara
572552,22601,CHRISTMAS RETROSPOT ANGEL WOOD,4,2011-10-24 17:07:00,1630.0,14096.0,Riau
547488,22385,JUMBO BAG SPACEBOY DESIGN,2,2011-03-23 11:30:00,1950.0,13821.0,Sumatera Barat
546007,22502,PICNIC BASKET WICKER SMALL,1,2011-03-08 15:34:00,10790.0,nan,Papua Tengah
578344,22131,FOOD CONTAINER SET 3 LOVE HEART ,1,2011-11-24 09:21:00,4130.0,nan,Papua Selatan
558614,21930,JUMBO STORAGE BAG SKULLS,1,2011-06-30 15:56:00,4130.0,nan,Jawa Barat
538199,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,6,2010-12-10 11:02:00,1250.0,14082.0,Maluku
565478,23204,CHARLOTTE BAG APPLES DESIGN,6,2011-09-05 11:18:00,850.0,15005.0,Sumatera Utara
579171,22988,SOLDIERS EGG CUP ,12,2011-11-28 14:30:00,1250.0,13030.0,Kalimantan Utara
567506,22799,SWEETHEART WIRE FRUIT BOWL,2,2011-09-20 14:37:00,8500.0,13038.0,Kalimantan Utara
572077,21485,RETROSPOT HEART HOT WATER BOTTLE,6,2011-10-20 14:09:00,4950.0,15807.0,Jawa Barat
566976,23201,JUMBO BAG ALPHABET,10,2011-09-16 09:27:00,2080.0,15382.0,Papua Tengah
551655,21868,POTTING SHED TEA MUG,6,2011-05-03 12:07:00,1250.0,17757.0,Jambi
577549,22694,WICKER STAR ,1,2011-11-20 15:00:00,2100.0,17841.0,Jwa Tengah
546648,22896,PEG BAG APPLES DESIGN,2,2011-03-15 14:15:00,5790.0,nan,Gorontalo
540979,22896,PEG BAG APPLES DESIGN,6,2011-01-12 15:06:00,2550.0,15727.0,Bengkulu
538707,21232,STRAWBERRY CERAMIC TRINKET BOX,1,2010-12-14 10:38:00,1250.0,17894.0,Sulawesi Tengah
571032,23322,LARGE WHITE HEART OF WICKER,1,2011-10-13 12:38:00,2950.0,13827.0,Kepulauan Riau
579539,23173,REGENCY TEAPOT ROSES ,2,2011-11-30 10:06:00,9950.0,14911.0,Maluku Utara
573585,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,1,2011-10-31 14:41:00,4130.0,nan,Kalimantan Timur
566451,85099B,JUMBO BAG RED RETROSPOT,2,2011-09-12 16:14:00,2080.0,18069.0,Sulawesi Tengah
553938,23065,LARGE JEWELLERY STAND,2,2011-05-20 10:35:00,12500.0,14112.0,Jambi
540458,22986,GINGHAM ROSE WRAP,1,2011-01-07 12:28:00,420.0,12501.0,Lampung
C540400,22766,PHOTO FRAME CORNICE,1,2011-01-07 09:25:00,2950.0,16150.0,Gorontalo
559836,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-07-13 10:09:00,2550.0,13911.0,Sulawesi Barat
576687,22508,DOORSTOP RETROSPOT HEART,1,2011-11-16 12:13:00,3750.0,13558.0,Lampung
578254,23300,GARDENERS KNEELING PAD CUP OF TEA ,40,2011-11-23 12:52:00,1650.0,17809.0,Jawa Timur
548452,85150,LADIES & GENTLEMEN METAL SIGN,24,2011-03-31 11:37:00,2550.0,13060.0,Kalimantn Barat
569653,23344,JUMBO BAG 50'S CHRISTMAS ,10,2011-10-05 12:52:00,2080.0,12451.0,Nusa Tenggara Timur
568567,22697,GREEN REGENCY TEACUP AND SAUCER,2,2011-09-27 18:41:00,5790.0,nan,Sumatera Utara
540169,21936,RED RETROSPOT PICNIC BAG,2,2011-01-05 12:20:00,2950.0,14527.0,Sulawesi Utara
571965,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,1,2011-10-20 10:41:00,2550.0,17238.0,Sulawes Selatan
569220,22553,PLASTERS IN TIN SKULLS,1,2011-10-02 13:26:00,1650.0,16007.0,Lampung
537418,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,2010-12-06 15:13:00,2950.0,17884.0,Dki Jakarta
545695,22993,SET OF 4 PANTRY JELLY MOULDS,12,2011-03-06 14:15:00,1250.0,17050.0,Di Yogyakarta
559693,22179,SET 10 NIGHT OWL LIGHTS,3,2011-07-11 16:21:00,5790.0,nan,Bangka Belitung
564726,22718,CARD CAT AND TREE ,12,2011-08-28 12:29:00,420.0,18077.0,Papua Tengah
539437,21429,RED GINGHAM ROSE JEWELLERY BOX,1,2010-12-17 14:54:00,3360.0,nan,Sulawesi Utara
537670,82582,AREA PATROLLED METAL SIGN,12,2010-12-08 09:07:00,2100.0,13078.0,Jambi
539442,22314,OFFICE MUG WARMER CHOC+BLUE,12,2010-12-17 15:39:00,2950.0,16558.0,Maluku Utara
560694,20712,JUMBO BAG WOODLAND ANIMALS,10,2011-07-20 12:05:00,2080.0,12757.0,Sulawesi Utara
550504,21531,REGENCY CAKESTAND 3 TIER,6,2011-04-18 15:43:00,2550.0,16654.0,Jawa Barat
536732,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2010-12-02 12:47:00,550.0,15544.0,Jawa Barat
552673,22456,NATURAL SLATE CHALKBOARD LARGE ,1,2011-05-10 15:07:00,9960.0,nan,Maluku Utara
557938,79030D,TUMBLER BAROQUE,12,2011-06-23 15:35:00,970.0,nan,Kepulauan Riau
560300,22899,CHILDREN'S APRON DOLLY GIRL ,6,2011-07-18 10:29:00,2100.0,14911.0,Dki Jakarta
C551522,22834,HAND WARMER BABUSHKA DESIGN,1,2011-05-01 11:59:00,2100.0,14800.0,Jawa Barat
564224,22403,MAGNETS PACK OF 4 VINTAGE LABELS ,12,2011-08-24 09:56:00,390.0,15249.0,Maluku Utara
537640,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2010-12-07 15:31:00,16980.0,nan,Jwa Tengah
548715,85049G,CHOCOLATE BOX RIBBONS ,1,2011-04-03 15:22:00,1250.0,17758.0,Sulawesi Barat
560079,22045,SPACEBOY GIFT WRAP,25,2011-07-14 16:12:00,420.0,15521.0,Papua Barat
559052,22663,JUMBO BAG DOLLY GIRL DESIGN,7,2011-07-05 16:53:00,2460.0,nan,Bali
578809,85099B,JUMBO BAG RED RETROSPOT,1,2011-11-25 13:23:00,2080.0,13048.0,Di Yogyakarta
540356,20712,JUMBO BAG WOODLAND ANIMALS,4,2011-01-06 15:12:00,5060.0,nan,Papua Pegunungan
549983,21121,SET/10 RED POLKADOT PARTY CANDLES,1,2011-04-13 15:55:00,1250.0,16348.0,Sulawesi Barat
563917,22131,FOOD CONTAINER SET 3 LOVE HEART ,2,2011-08-21 13:46:00,1950.0,14572.0,Sulawesi Tenggara
558761,23284,DOORMAT KEEP CALM AND COME IN,1,2011-07-03 12:52:00,7950.0,15033.0,Kalimantan Tengah
541584,21788,KIDS RAIN MAC BLUE,1,2011-01-19 14:12:00,1630.0,nan,Sulawesi Tenggara
543350,22221,CAKE STAND LOVEBIRD 2 TIER PINK,1,2011-02-07 13:15:00,9950.0,13809.0,Bangka Belitung
569943,23353,6 GIFT TAGS VINTAGE CHRISTMAS ,2,2011-10-06 18:08:00,830.0,14592.0,Papua
569893,23500,KEY RING BASEBALL BOOT ASSORTED ,20,2011-10-06 15:51:00,1250.0,12627.0,Jambi
573347,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,2011-10-30 12:26:00,4250.0,13137.0,Jawa Timur
537468,22383,LUNCH BAG SUKI  DESIGN ,10,2010-12-07 10:36:00,1650.0,12567.0,Sulawesi Tenggara
580615,22900,SET 2 TEA TOWELS I LOVE LONDON ,12,2011-12-05 12:05:00,3250.0,16873.0,Lampung
575936,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,4,2011-11-13 11:21:00,2950.0,17041.0,Jambi
541516,22076,6 RIBBONS EMPIRE  ,1,2011-01-18 17:34:00,3290.0,nan,Jambi
543641,22374,AIRLINE BAG VINTAGE JET SET RED,3,2011-02-10 17:19:00,4250.0,14555.0,Lampung
562101,22899,CHILDREN'S APRON DOLLY GIRL ,6,2011-08-02 14:04:00,2100.0,13850.0,Sulawes Selatan
550953,21896,POTTING SHED TWINE,1,2011-04-21 16:17:00,4130.0,nan,Bali
560251,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,5,2011-07-17 12:32:00,850.0,17774.0,Sulawesi Tenggara
547967,23183,MOTHER'S KITCHEN SPOON REST ,1,2011-03-28 15:49:00,7460.0,nan,Sumatera Selatan
539437,22457,NATURAL SLATE HEART CHALKBOARD ,8,2010-12-17 14:54:00,5910.0,nan,Nusa Tenggara Timur
540821,22792,FLUTED ANTIQUE CANDLE HOLDER,2,2011-01-11 13:16:00,1660.0,nan,Jambi
576628,23356,LOVE HOT WATER BOTTLE,3,2011-11-16 08:28:00,5950.0,13449.0,Papua Selatan
564634,21539,RED RETROSPOT BUTTER DISH,6,2011-08-26 12:36:00,4950.0,14210.0,Di Yogyakarta
568140,85048,15CM CHRISTMAS GLASS BALL 20 LIGHTS,2,2011-09-25 10:48:00,7950.0,17411.0,Papua Selatan
579012,85034C,3 ROSE MORRIS BOXED CANDLES,2,2011-11-28 09:43:00,1250.0,15511.0,Sumatera Utara
553411,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-05-17 09:28:00,1650.0,12714.0,Papua
580360,23350,ROLL WRAP VINTAGE SPOT ,12,2011-12-02 16:14:00,1250.0,14493.0,Nusa Tenggara Barat
545916,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,12,2011-03-08 11:46:00,1490.0,12528.0,Kalimantn Barat
578459,22580,ADVENT CALENDAR GINGHAM SACK,12,2011-11-24 12:30:00,5950.0,12388.0,Papua Barat
581219,22374,AIRLINE BAG VINTAGE JET SET RED,2,2011-12-08 09:28:00,8290.0,nan,Gorontalo
570871,22599,CHRISTMAS MUSICAL ZINC STAR,3,2011-10-12 16:36:00,830.0,nan,Kalimantan Selatan
573141,21914,BLUE HARMONICA IN BOX ,12,2011-10-27 17:35:00,1250.0,nan,Nusa Tenggara Barat
542906,22559,SEASIDE FLYING DISC,3,2011-02-01 15:12:00,2460.0,nan,Nusa Tenggara Timur
568205,22727,ALARM CLOCK BAKELIKE RED ,8,2011-09-25 15:30:00,3750.0,18066.0,Lampung
580115,23318,BOX OF 6 MINI VINTAGE CRACKERS,3,2011-12-01 16:22:00,4960.0,nan,Sulawesi Tengah
549100,47580,TEA TIME DES TEA COSY,2,2011-04-06 11:14:00,5790.0,nan,Papua Pegunungan
553393,84905,PINK BUTTERFLY CUSHION COVER ,1,2011-05-16 16:46:00,4960.0,nan,Di Yogyakarta
562934,23182,TOILET SIGN OCCUPIED OR VACANT,1,2011-08-10 16:56:00,2460.0,nan,Gorontalo
544087,84452,METAL RABBIT LADDER EASTER ,1,2011-02-15 17:02:00,850.0,17530.0,Di Yogyakarta
578260,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-11-23 13:15:00,2950.0,17469.0,Kalimantan Utara
576274,20765,CHRYSANTHEMUM SKETCHBOOK ,1,2011-11-14 14:24:00,3750.0,17793.0,Lampung
562418,48184,DOORMAT ENGLISH ROSE ,2,2011-08-04 16:34:00,7950.0,16572.0,Nusa Tenggara Timur
565396,22703,PINK CAT BOWL,1,2011-09-02 16:39:00,1630.0,nan,Sumatera Barat
565840,21429,RED GINGHAM ROSE JEWELLERY BOX,1,2011-09-07 12:02:00,4130.0,nan,Riau
539482,21557,SET OF 6 FUNKY BEAKERS,1,2010-12-19 15:29:00,2950.0,nan,Papua Tengah
572195,22141,CHRISTMAS CRAFT TREE TOP ANGEL,2,2011-10-21 11:49:00,2100.0,14562.0,Bengkulu
536530,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,2,2010-12-01 13:21:00,4950.0,17905.0,Kalimantn Barat
567508,23031,DRAWER KNOB CRACKLE GLAZE PINK,12,2011-09-20 14:50:00,1650.0,17724.0,Jawa Timur
562143,22940,FELTCRAFT CHRISTMAS FAIRY,48,2011-08-03 10:41:00,3750.0,16422.0,Nusa Tenggara Barat
564660,23199,JUMBO BAG APPLES,10,2011-08-26 14:45:00,2080.0,15074.0,Maluku Utara
541497,22284,HEN HOUSE DECORATION,1,2011-01-18 15:19:00,3290.0,nan,Banten
580695,23035,DRAWER KNOB CERAMIC IVORY,6,2011-12-05 16:03:00,1450.0,13230.0,Papua Barat Daya
570428,21706,FOLDING UMBRELLA RED/WHITE POLKADOT,2,2011-10-10 14:02:00,4950.0,15553.0,Sulawesi Tengah
550458,22464,HANGING METAL HEART LANTERN,1,2011-04-18 13:13:00,3290.0,nan,Di Yogyakarta
549568,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,12,2011-04-10 15:09:00,850.0,15665.0,Nusa Tenggara Timur
540979,21623,VINTAGE UNION JACK MEMOBOARD,1,2011-01-12 15:06:00,9950.0,15727.0,Aceh
547993,22587,FELTCRAFT HAIRBAND RED AND BLUE,12,2011-03-29 09:59:00,850.0,nan,Papua Barat
541127,22352,LUNCH BOX WITH CUTLERY RETROSPOT ,2,2011-01-14 10:11:00,4960.0,nan,Jambi
568228,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2011-09-26 11:02:00,1250.0,15358.0,Kalimantn Barat
577358,22560,TRADITIONAL MODELLING CLAY,2,2011-11-18 15:59:00,2460.0,nan,Di Yogyakarta
556245,22475,SKULL DESIGN TV DINNER TRAY,1,2011-06-09 16:10:00,4950.0,17841.0,Kepulauan Riau
539958,21947,SET OF 6 HEART CHOPSTICKS,3,2010-12-23 13:26:00,1280.0,nan,Kalimantan Selatan
563241,23350,ROLL WRAP VINTAGE SPOT ,12,2011-08-15 10:22:00,1250.0,12758.0,Papua Barat Daya
578065,23089,GLASS BON BON JAR,1,2011-11-22 15:41:00,3290.0,nan,Papua Pegunungan
569815,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,72,2011-10-06 11:53:00,1250.0,15838.0,Kalimantan Selatan
569025,21156,RETROSPOT CHILDRENS APRON,30,2011-09-30 10:08:00,1950.0,18041.0,Jawa Barat
561047,16045,POPART WOODEN PENCILS ASST,900,2011-07-24 12:46:00,40.0,16948.0,Sumatera Utara
567670,82494L,WOODEN FRAME ANTIQUE WHITE ,1,2011-09-21 15:32:00,7460.0,nan,Jawa Timur
580729,22338,STAR DECORATION PAINTED ZINC ,36,2011-12-05 17:24:00,630.0,nan,Dki Jakarta
536630,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2010-12-02 10:56:00,2550.0,17850.0,Bengkulu
578270,22664,TOY TIDY DOLLY GIRL DESIGN,1,2011-11-23 13:39:00,4130.0,14096.0,Papua Barat
560451,21628,TRIANGULAR POUFFE VINTAGE ,4,2011-07-19 09:50:00,14950.0,14911.0,Di Yogyakarta
572899,20763,DAISY SKETCHBOOK ,1,2011-10-26 14:50:00,3750.0,13435.0,Sulawesi Tenggara
578977,23395,BELLE JARDINIERE CUSHION COVER,3,2011-11-27 15:18:00,3750.0,17231.0,Kepulauan Riau
572550,23376,PACK OF 12 VINTAGE CHRISTMAS TISSUE,1,2011-10-24 17:06:00,830.0,nan,Maluku Utara
569544,23266,SET OF 3 WOODEN STOCKING DECORATION,1,2011-10-04 16:33:00,2460.0,nan,Maluku Utara
546742,22241,GARLAND WOODEN HAPPY EASTER,12,2011-03-16 12:26:00,1250.0,12849.0,Sulawesi Tengah
579885,23456,MEDIUM PARLOUR PICTURE FRAME ,1,2011-11-30 17:37:00,4150.0,15444.0,Bengkulu
566345,79321,CHILLI LIGHTS,24,2011-09-12 12:27:00,4950.0,17685.0,Di Yogyakarta
550183,22195,LARGE HEART MEASURING SPOONS,12,2011-04-14 17:58:00,1650.0,14105.0,Papua
547623,22196,SMALL HEART MEASURING SPOONS,12,2011-03-24 11:29:00,850.0,15641.0,Sulawesi Utara
552654,23281,FOLDING BUTTERFLY MIRROR RED  ,1,2011-05-10 14:20:00,830.0,nan,Sulawes Selatan
547253,21688,REGENCY CAKESTAND 3 TIER,6,2011-03-22 10:44:00,2950.0,13869.0,Jambi
551855,22023,EMPIRE BIRTHDAY CARD,12,2011-05-04 15:08:00,420.0,12836.0,Sulawesi Tenggara
559133,21078,SET/20 STRAWBERRY PAPER NAPKINS ,4,2011-07-06 13:13:00,850.0,17861.0,Bangka Belitung
557878,23236,DOILEY STORAGE TIN,4,2011-06-23 13:13:00,2890.0,16940.0,Kalimantan Utara
546951,21918,SET 12 KIDS COLOUR  CHALK STICKS,9,2011-03-18 11:30:00,420.0,17673.0,Lampung
569236,21403,BLUE EGG  SPOON,6,2011-10-02 15:49:00,120.0,14432.0,Papua Barat Daya
573102,90200D,PINK SWEETHEART BRACELET,3,2011-10-27 14:52:00,4250.0,13266.0,Aceh
541516,22474,SPACEBOY TV DINNER TRAY,1,2011-01-18 17:34:00,10790.0,nan,Sulawesi Barat
